Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Log Level : Error | Event ID : 0 | Event Name :  | Formatter : The SMTP server requires a secure connection or the client was not authenticated. The server response was: 5.7.0 Authentication Required. Learn more at
Date: 6/11/2021 12:23:13 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Date: 6/11/2021 12:23:13 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Date: 6/11/2021 12:23:13 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Date: 6/11/2021 12:23:15 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 12:23:15 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 12:23:15 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 12:23:16 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 12:23:17 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 12:25:47 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Date: 6/11/2021 12:25:47 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Date: 6/11/2021 12:25:47 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Date: 6/11/2021 12:25:49 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 12:25:49 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 12:25:49 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 12:25:50 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 12:25:50 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 12:43:18 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Date: 6/11/2021 12:43:18 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Date: 6/11/2021 12:43:18 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Date: 6/11/2021 12:43:20 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 12:43:20 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 12:43:20 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 12:43:21 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 12:43:21 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 12:45:44 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Date: 6/11/2021 12:45:44 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Date: 6/11/2021 12:45:44 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Date: 6/11/2021 12:45:46 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 12:45:46 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 12:45:46 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 12:45:47 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 12:45:47 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 12:48:38 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Date: 6/11/2021 12:48:38 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Date: 6/11/2021 12:48:38 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Date: 6/11/2021 12:48:40 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 12:48:40 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 12:48:40 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 12:48:42 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 12:48:42 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 1:00:37 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Date: 6/11/2021 1:00:37 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Date: 6/11/2021 1:00:37 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Date: 6/11/2021 1:00:38 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 1:00:38 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 1:00:38 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 1:00:40 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 1:00:40 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 1:05:58 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Date: 6/11/2021 1:05:58 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Date: 6/11/2021 1:05:58 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Date: 6/11/2021 1:05:59 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 1:05:59 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 1:05:59 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 1:06:01 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 1:06:01 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 1:06:40 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Date: 6/11/2021 1:06:40 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Date: 6/11/2021 1:06:40 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Date: 6/11/2021 1:06:41 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 1:06:41 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 1:06:41 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 1:06:43 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 1:06:43 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 1:07:54 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Date: 6/11/2021 1:07:54 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Date: 6/11/2021 1:07:54 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Date: 6/11/2021 1:07:55 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 1:07:55 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 1:07:55 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 1:07:57 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 1:07:57 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 1:15:23 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Date: 6/11/2021 1:15:23 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Date: 6/11/2021 1:15:23 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Date: 6/11/2021 1:15:24 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 1:15:24 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 1:15:24 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 1:15:26 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 1:15:26 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 1:21:24 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Date: 6/11/2021 1:21:24 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Date: 6/11/2021 1:21:24 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Date: 6/11/2021 1:21:25 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 1:21:25 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 1:21:25 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 1:21:27 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 1:21:27 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 1:23:08 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Date: 6/11/2021 1:23:08 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
